screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,influence_score,influencial
KindaHibrawi,3339,4112,27,1348,668,70,1.2315,1.2108,0.2459,15,0.347,0.2574,644988,8232.091,6106.8924,123.213,-0.3165,1.3566,0.29,0.14,0.26,7318.3289,1
Kipel7,3144,256,132,66,308,2,0.0814,0.1107,0.028,15,0.498,1.9091,492744,4215.1265,16157.9848,89.834,22.4632,1.6194,0.53,0.20,0.43,1832.737,0
kirileonard,3080,8410,124,2501,578,139,2.7305,1.7542,0.0617,431,6.039,2.4146,235256,708.38,283.2387,96.904,36.8174,1.6854,0.27,0.08,0.49,267.0593,0
KirstenAlana,3544,72451,148,24061,6737,1193,20.4433,6.7077,0.0384,1334,3.686,0.1532,59104,157.553,6.5481,98.563,36.5493,1.372,0.16,0.08,0.43,48.6839,0
kitten_casualty,316,164,139,371,2006,2,0.519,0.9304,0.1297,19,1.4756,0.6523,139,1.6768,0.7412,107.9756,3.1482,3.3607,0.37,0.24,0.74,0.8282,0
kittyslaundry,240,554,150,963,1016,9,2.3083,3.7792,0.3,63,6.1183,1.1817,126,7.043,1.3603,120.2957,43.3388,1.3438,0.17,0.04,0.51,5.6041,0
KJKabza,2680,13207,159,473,173,42,4.928,0.1399,0.0806,64,1.904,4.0254,88442,695.345,1470.074,109.706,19.9704,1.4043,0.05,0.10,0.45,215.5569,0
kjrevia,3358,89491,154,2539,644,95,26.6501,28.2871,0.0116,69,2.871,1.1308,47136,62.26,24.5215,78.085,23.9119,1.0909,0.01,0.04,0.18,3.7356,0
kmnei,2047,373,69,11314,3161,161,0.1822,11.0005,0.0195,84,5.2991,0.1644,286,6.6581,0.2066,114.245,23.4138,1.6515,0.38,0.36,0.72,4.0022,0
knarfuu,1527,2972,53,80,340,5,1.9463,8.0183,0.3091,12,0.283,3.5375,328728,4998.614,62482.675,130.963,54.447,2.0164,0.30,0.23,0.57,2504.3056,0
kncklsndwch,1737,1163,136,5710,10,71,0.6695,0.3074,0.171,4813,32.67,5.7215,2557,16.641,2.9144,83.968,18.8986,1.321,0.08,0.34,0.30,11.9482,0
knives_designs,479,421,80,218,262,1,0.8789,0.0125,0.0418,9,0.704,1.2982,8,0.2438,0.4495,104.9975,3.9826,2.0346,0.86,0.82,0.94,0.0291,0
KnockerHolly,588,4026,53,1206,1663,21,6.8469,11.4388,1.5153,15,0.252,0.209,67136,150.054,124.4229,127.42,17.6531,3.1733,0.50,0.21,0.33,140.0004,1
Knog,3399,4416,159,5624,1545,195,1.2992,0.3566,0.0503,56,1.218,0.2166,219,1.259,0.2239,114.02,19.56,1.7286,0.21,0.16,0.49,0.4142,0
KnowTechie,1493,20351,148,1158,361,60,13.6309,2.7395,0.0161,17,0.137,0.1183,2998,3.569,3.082,119.072,3.3683,1.0917,0.22,0.81,0.99,0.5282,0
KobbyOseiKusi,322,52,21,318,686,2,0.1615,0.1429,0.0435,22,0.7692,0.1258,7,0.5962,0.0975,92.2692,19.7842,1.0,0.06,0.31,0.54,0.1949,0
kolossalgames,361,1637,124,2344,882,31,4.5346,15.4183,0.6066,85,6.289,2.683,283,1.866,0.7961,108.47,38.3483,1.3068,0.35,0.09,0.54,1.0356,0
koolaid5922,674,389,108,47,153,0,0.5772,0.1068,0.0682,3,0.2246,1.7872,11113,102.9572,819.2766,103.3102,27.4016,2.6395,0.39,0.07,0.65,23.9478,0
KRADeC,3036,30217,156,2952,529,266,9.9529,0.0395,0.2391,32,0.62,0.21,143693,2594.014,878.731,116.992,13.3567,1.3186,0.11,0.04,0.20,2002.5788,0
KrisHans,3492,5899,147,963,582,161,1.6893,0.6893,0.0727,31,1.48,1.5369,217718,305.084,316.8058,122.108,18.0663,1.8536,0.28,0.05,0.75,147.6607,0
KroneckerWallis,792,2508,156,954,1287,34,3.1667,0.9053,0.1225,1700,3.567,3.739,9319,12.336,12.9308,130.555,20.6986,1.8755,0.25,0.09,0.85,4.6013,0
krowdster,1558,246370,154,58576,18102,1918,158.1322,55.2843,0.0,29,1.644,0.0281,24,1.387,0.0237,108.781,17.304,2.8095,0.02,0.00,1.00,0.2094,0
kryptonradio,3173,8973,129,2239,1570,66,2.8279,0.1979,0.023,59,0.747,0.3336,37938,52.034,23.2398,97.015,8.6255,1.8689,0.06,0.18,0.93,14.8297,0
ksboardgames,864,314,157,796,754,18,0.3634,0.8368,0.1539,52,1.729,0.6734,110,3.3484,1.304,121.3516,26.3965,1.6351,0.48,0.09,0.59,2.1493,0
ktjgeekmom,689,210,0,99,48,1,0.3048,1.4964,0.1103,24,2.3736,4.3636,184482,1858.8736,3417.3232,89.8022,26.7828,1.46,0.27,0.49,0.25,1195.0699,0
kulaComfort,1506,6272,46,836,885,29,4.1647,2.4183,0.1839,16,0.616,0.7368,3590,16.699,19.9749,98.561,35.3737,1.3511,0.83,0.11,0.27,5.9281,0
kulalove2,418,3440,40,26,30,1,8.2297,0.0,0.0,8,0.121,4.6538,3,0.018,0.6923,109.7,7.8919,1.0,0.00,0.94,1.00,0.0002,0
kuusevana,1246,25137,155,966,654,274,20.1742,0.1774,0.8018,1,0.001,0.001,185,3.453,3.5745,136.285,23.9661,2.7047,0.77,0.04,0.42,3.4495,1
KVhittlkov,1391,413,83,134,334,14,0.2969,0.1423,0.0237,66,0.5634,1.7239,361,2.678,8.194,93.0244,18.5057,3.1538,0.35,0.21,0.88,0.4638,0
KyTrangHo,2773,4951,86,5259,2835,130,1.7854,0.2571,0.0072,30,0.486,0.0924,108,0.33,0.0627,93.675,20.8362,1.8105,0.10,0.02,0.96,0.0389,0
kzbcresiliency,124,115,155,41,126,7,0.9274,0.2823,0.0081,7,0.8526,1.9756,4,0.1579,0.3659,119.0316,7.8841,2.8378,0.78,0.34,0.72,0.015,0
labwam,3414,13242,65,343,93,9,3.8787,0.0064,0.0847,444,1.124,3.277,311861,2296.254,6694.6181,113.919,8.0373,1.24,0.05,0.08,0.31,741.69,0
lackriver,3851,17033,73,574,190,30,4.423,0.001,0.0345,331,2.634,4.5889,96941,482.84,841.1847,90.691,18.6478,1.2609,0.02,0.07,0.26,89.3254,0
Lady_Ada_King,2780,26570,149,5003,520,251,9.5576,8.6781,0.1629,220,1.89,0.3778,172601,1851.31,370.04,101.506,18.8027,1.6757,0.07,0.18,0.28,966.3838,0
ladygra_gra,2564,4605,29,301,636,3,1.796,9.6291,0.1346,30,0.689,2.289,862184,6832.055,22697.8571,94.875,9.494,1.345,0.37,0.17,0.14,2582.5168,0
lalasdreambox,3351,8426,132,1046,537,35,2.5145,0.1391,0.0197,117,4.4971,3.6587,277359,364.4559,296.5124,102.7239,23.8198,3.8051,0.60,0.40,0.53,163.6043,0
land_patricio,773,2022,116,766,1371,20,2.6158,12.5873,0.3118,35,1.957,2.5548,245952,610.065,796.4295,89.474,18.5323,1.9904,0.10,0.04,0.33,243.4159,0
LangueDeGeek,708,6638,157,4457,4915,44,9.3757,2.7429,0.4463,85,1.86,0.4173,35724,66.095,14.8295,114.121,7.7779,2.2774,0.45,0.16,0.65,41.3755,0
lanzastudy,506,1159,48,151,436,1,2.2905,2.9209,1.7945,7,0.105,0.6954,391,6.106,40.4371,122.364,17.6729,1.8536,0.36,0.20,0.35,5.6297,1
larazontally,3288,18734,119,2102,1579,75,5.6977,2.0301,0.0465,187,6.967,3.3145,252519,952.597,453.186,91.342,18.9004,1.623,0.06,0.06,0.43,321.9778,0
larrymacdougall,2749,1267,35,6166,292,128,0.4609,1.888,0.0051,1674,35.131,5.6975,23683,65.498,10.6224,56.472,38.7559,1.3571,0.04,0.11,0.09,11.4621,0
LauraMLippman,2778,20439,84,14685,1009,281,7.3575,9.7592,0.0,1441,35.423,2.4122,440,3.108,0.2116,98.014,14.1957,1.0,0.01,0.07,0.38,0.7148,0
LaurynIpsum,1985,8370,115,2131,858,12,4.2166,19.2343,0.0675,152,6.528,3.0634,220379,2187.374,1026.4542,90.149,7.5128,1.0,0.01,0.07,0.35,457.1612,0
Laviemorte_,599,7827,68,1425,1112,7,13.0668,8.5109,0.6611,37,0.674,0.473,193684,5097.336,3577.0779,63.642,4.2036,1.3636,0.01,0.12,0.43,2512.9866,0
LDuckGames,852,1698,69,2420,811,42,1.993,3.7394,0.3756,56,2.007,0.8293,1484,3.44,1.4215,90.691,30.0151,1.8807,0.22,0.17,0.26,1.5927,0
leansmarthome,362,3761,101,2074,2917,38,10.3895,25.1934,0.0249,8,0.261,0.1258,7,0.355,0.1712,88.227,24.1949,1.3,0.01,0.00,0.99,0.1019,0
leebrown_photo,3127,5116,21,481,1210,11,1.6361,1.0768,0.0253,24,0.553,1.1497,88498,395.013,821.2328,80.933,17.6162,2.7027,0.11,0.08,0.39,52.5367,0
Legendary_Pants,1904,760,135,235,485,5,0.3992,0.4259,0.1187,60,1.2988,3.9957,9504,31.899,98.1404,106.6819,14.339,2.0945,0.42,0.18,0.59,18.3994,0
Legendstabletop,1234,9966,31,2081,1387,74,8.0762,10.7585,0.081,29,1.633,0.7847,2588,3.786,1.8193,85.497,16.3959,1.6139,0.16,0.12,0.49,1.238,0
legionpaper,2750,1787,59,1425,897,46,0.6498,0.3909,0.0804,22,1.724,1.2098,67,1.064,0.7467,126.265,21.2061,2.4196,0.70,0.39,0.63,0.5469,0
Leo_El_Jugador,765,6453,150,3266,2749,38,8.4353,2.0131,0.4379,7,0.654,0.2002,3936,5.214,1.5964,106.063,8.2634,4.2796,0.47,0.07,0.77,3.582,0
LEONR0MER,2972,3082,47,9299,1903,69,1.037,0.8483,0.0047,85,3.692,0.397,75,8.588,0.9235,96.471,30.8165,1.1866,0.27,0.30,0.11,2.6795,0
leppy83,3029,1150,140,102,239,1,0.3797,0.1595,0.0654,9,0.802,7.8627,33601,394.143,3864.1471,106.812,26.4385,2.0369,0.27,0.04,0.37,115.4839,0
Lethargic_Lad,3301,6024,56,579,392,41,1.8249,0.0045,0.1151,43,0.78,1.3472,645730,4121.658,7118.5803,100.324,2.6007,1.3249,0.44,0.20,0.32,1949.5442,0
LetimanGames,1642,8537,120,3389,1135,106,5.1991,10.8934,0.0231,45,2.957,0.8725,29761,42.572,12.5618,83.33,28.8683,1.5455,0.01,0.26,0.21,5.5344,0
lettchoco,2278,16279,73,317,234,7,7.1462,5.6782,0.3082,117,0.507,1.5994,268680,18813.635,59349.0063,103.729,5.0338,1.5652,0.02,0.21,0.18,13959.7172,0
lgbtkenobi,2478,142650,67,6894,171,316,57.5666,23.8503,0.0601,62333,74.021,10.737,139955,555.878,80.6321,74.625,7.0013,1.3636,0.01,0.30,0.30,198.4484,0
lhlopez2,1665,85,0,12,35,1,0.0511,0.0192,0.0018,6,0.4286,3.0,751,16.5714,116.0,93.7976,29.2387,1.2857,0.17,0.12,0.46,1.7748,0
liamdaly,4078,50107,137,929,1082,88,12.2872,3.6643,0.1822,4,0.078,0.084,191952,4499.423,4843.2971,110.146,3.0773,1.3846,0.09,0.15,0.35,3383.5661,0
lib_makenshake,33,93,160,105,340,1,2.8182,1.303,0.4848,12,1.7204,1.5238,277,4.957,4.3905,119.8065,27.8184,1.4444,0.58,0.04,0.66,2.3452,0
Libbyb92,3368,16662,158,442,285,8,4.9471,2.7987,0.1131,10,0.292,0.6606,450699,4860.572,10996.7692,87.485,15.7861,1.2077,0.13,0.21,0.25,2002.5557,0
LibraryBards,1394,2313,137,2304,2306,31,1.6593,4.4405,0.3092,269,8.024,3.4826,12830,17.295,7.5065,113.227,35.5657,1.4205,0.37,0.15,0.40,13.6631,0
LibrisArcana,128,799,128,3798,4921,19,6.2422,1.3594,0.4609,208,8.4472,1.1588,665,8.9597,1.2291,123.1593,20.6939,1.5174,0.33,0.06,0.66,4.5399,0
lilstrange_,1590,1801,28,263,217,2,1.1327,5.5302,0.517,13,0.21,0.7985,1144887,8894.741,33820.308,60.995,14.3714,1.44,0.07,0.08,0.11,7667.2667,1
LionintheTrees,1563,14330,134,4740,264,94,9.1683,24.5585,0.1203,4833,15.056,3.1764,234122,2151.87,453.981,104.678,32.0887,1.3529,0.02,0.11,0.38,701.5096,0
LisSycamoreWood,1140,22217,37,2576,3559,41,19.4886,16.714,0.8193,39,0.558,0.2166,15984,63.931,24.8179,132.505,22.6776,4.4587,0.46,0.06,0.52,63.4196,1
LitraGear,721,406,0,117,111,7,0.5631,0.19,0.0485,9,0.9274,3.3846,9,0.3138,1.1453,120.7963,18.9968,2.1916,0.61,0.33,0.75,0.0705,0
littleozemari,2659,7389,126,592,899,35,2.7789,1.1591,0.079,15,1.28,2.1622,1701213,3987.372,6735.4257,77.798,15.5327,1.8681,0.23,0.17,0.32,1096.5273,0
littsburgh,1078,3929,160,3680,1797,94,3.6447,5.6484,0.7616,47,1.197,0.3253,429,4.636,1.2598,126.905,27.2851,1.4972,0.35,0.11,0.38,4.3903,1
lizardqueen137,4074,6751,150,449,649,9,1.6571,26.636,0.1117,27,0.758,1.6882,142969,2401.473,5348.4922,111.018,10.6786,1.3372,0.17,0.07,0.35,1224.7512,0
LizzyTropic,385,948,82,173,221,0,2.4623,5.6416,0.8078,17,1.0359,5.4971,2649,11.7865,62.5434,115.1296,50.5681,2.5071,0.54,0.16,0.50,6.8303,0
LlewellynBooks,3431,12438,116,38247,18948,967,3.6252,0.7426,0.0329,67,10.578,0.2766,81,5.253,0.1373,125.734,29.3668,1.5702,0.23,0.01,0.89,4.5964,1
LloydGwilliam,2608,2343,157,204,295,7,0.8984,0.7619,0.1952,14,0.387,1.8971,332973,808.509,3963.2794,116.943,28.0193,1.4553,0.26,0.13,0.35,464.0842,0
LlSinopa,464,2420,160,248,327,4,5.2155,3.1875,0.25,14,0.856,3.4516,15117,53.08,214.0323,105.725,25.6714,2.8865,0.18,0.01,0.62,20.8604,0
LobShots,2800,37754,150,6063,983,167,13.4836,4.04,0.0,671,7.86,1.2964,131790,393.143,64.843,91.121,19.421,1.2136,0.10,0.21,0.36,182.0252,0
logann_perryy,1586,3817,7,1130,875,0,2.4067,7.4918,0.4042,310,2.662,2.3558,268901,5820.817,5151.1655,86.327,19.5653,1.2162,0.07,0.31,0.13,4458.7458,0
logygames,2748,1585,38,248,125,10,0.5768,0.2613,0.0928,91,1.375,5.5444,36301,75.154,303.0403,93.649,5.7267,1.6875,0.05,0.17,0.66,42.9129,0
LonnaSeibert,735,4609,134,1966,1593,29,6.2707,14.5918,0.1061,49,4.911,2.498,234117,1315.694,669.2238,109.333,21.5947,1.064,0.30,0.02,0.55,246.0348,0
looseuterus,2659,14641,134,724,285,29,5.5062,6.554,0.1275,26,1.007,1.3909,284566,1428.608,1973.2155,89.354,10.6404,1.5375,0.08,0.05,0.23,521.4419,0
LosingLara,3061,11511,144,310,532,24,3.7605,1.9278,0.0255,17,0.983,3.171,373399,1360.508,4388.7355,94.746,24.5339,1.875,0.22,0.07,0.64,270.7411,0
LovelyStarMaker,271,25210,48,1594,959,27,93.0258,126.4686,1.5572,64,4.112,2.5797,1400,11.677,7.3256,96.222,25.9865,1.5238,0.04,0.07,0.24,8.1155,0
Lucky62058333,554,76125,129,8348,8421,1360,137.4097,123.4007,1.6137,8,0.159,0.019,6967,43.305,5.1875,137.661,15.8534,3.7824,0.65,0.09,0.43,42.5688,1
LucyScholes,2513,9252,150,3173,1401,76,3.6817,1.996,0.1612,101,3.174,1.0003,89088,404.673,127.5364,109.584,24.8084,1.2778,0.07,0.08,0.42,237.5431,0
ludinarius,504,13144,109,945,2088,26,26.0794,16.7877,0.6607,6,0.299,0.3164,1633,9.265,9.8042,124.454,20.6173,1.3653,0.59,0.03,0.80,4.0766,0
Lunar_GamesInc,385,97,156,83,111,1,0.2519,0.1013,0.0442,15,2.0645,2.3133,24,2.0108,2.253,111.9462,24.1398,2.122,0.44,0.02,0.66,0.9945,0
Lunar_Magic_,449,22,0,12,46,0,0.049,0.1091,0.0178,2,0.1429,0.25,353197,17007.9524,29763.9167,106.1905,35.5514,3.1429,0.33,0.05,0.67,8908.7655,0
LusciousSpirit,222,74,138,100,209,3,0.3333,0.4459,0.0135,14,2.973,2.2,1608,22.9189,16.96,108.5946,33.1455,2.4,0.07,0.07,0.72,8.6725,0
LydiaRogue,195,63,148,108,149,2,0.3231,0.1897,0.0308,9,1.0938,0.3241,20966,1244.25,368.6667,115.9688,27.4622,1.3,0.31,0.09,0.56,466.5938,0
LynnWorton,3075,46915,133,2954,2638,242,15.2569,0.5672,0.0797,5,0.245,0.0829,45,1.654,0.5599,109.425,13.3189,2.5694,0.42,0.01,0.87,0.7608,0
LyonelBernard,3339,5091,62,1221,1300,23,1.5247,0.3411,0.0704,16,0.447,0.3661,11091,25.803,21.1327,95.282,2.3716,1.7563,0.20,0.07,0.43,9.4181,0
mabelhood,3561,47881,57,37243,24311,833,13.4459,6.6439,0.0483,49,2.954,0.0793,1092,4.039,0.1084,113.061,45.0168,1.5026,0.38,0.08,0.59,2.1851,0
mackerelskygame,75,20,64,15,22,0,0.2667,0.6933,0.08,7,1.2105,1.5333,76,7.1579,9.0667,106.6842,25.3258,2.5556,0.47,0.26,0.47,4.5209,0
mactavish,3990,158274,142,3884,5000,323,39.6677,2.8155,0.1857,9,0.222,0.0572,143693,2100.304,540.758,116.773,1.5153,1.3908,0.09,0.06,0.32,1604.6323,0
MacwolfP,606,137,134,28,15,0,0.2261,0.0198,0.0033,17,0.3209,1.5357,6,0.1716,0.8214,113.403,36.1874,1.25,0.03,0.03,0.87,0.0231,0
madil80,3435,193496,143,39144,174,1476,56.3307,2.2236,0.262,105,0.149,0.0038,100214,605.878,15.4782,125.114,3.9924,1.7229,0.25,0.10,0.19,567.1018,1
MadRavager,672,402,68,133,109,3,0.5982,0.6369,0.1682,28,2.2261,6.2932,151608,2914.6755,8239.985,115.6117,24.2857,1.4679,0.41,0.16,0.53,1821.6722,0
MaeSimkin,1516,13466,32,297,630,4,8.8826,13.9057,0.0864,50,1.454,4.8956,119909,992.112,3340.4444,65.487,18.0085,1.191,0.09,0.14,0.14,156.7537,0
MaestroMurdock,1407,572,122,120,556,1,0.4065,0.3113,0.1265,72,0.7791,3.7917,201055,1744.1918,8488.4,117.625,23.6362,1.5812,0.33,0.13,0.52,660.0022,0
MagicOrthodoxy,2350,5010,33,1704,627,22,2.1319,2.0681,0.0038,30,2.024,1.1878,4,0.326,0.1913,98.27,23.3849,1.433,0.45,0.06,0.81,0.0825,0
MakeAnything3D,505,588,56,6489,69,23,1.1644,1.7208,0.0653,144,7.9406,0.7208,1278,6.0628,0.5503,88.2275,30.541,1.3333,0.03,0.07,0.38,1.9662,0
MakerFaireRoc,1455,3665,128,1661,2466,95,2.5189,1.6536,0.2048,72,2.045,1.2312,3459,7.307,4.3992,119.43,29.0532,1.5057,0.35,0.14,0.46,4.5669,0
malaneuh,1703,71376,0,596,980,270,41.9119,50.1192,0.0699,6,0.136,0.2282,15285,24.041,40.3372,85.094,13.8718,2.8507,0.07,0.01,0.95,6.1785,0
malpertuis,4008,57664,19,424,1074,32,14.3872,6.9858,0.0734,10,0.68,1.6038,128649,1552.612,3661.8208,92.577,6.4973,1.8367,0.05,0.20,0.33,487.5202,0
manabrownies,2740,83596,73,3633,1903,91,30.5095,56.654,0.1146,50,1.616,0.4448,150872,3081.532,848.2059,66.506,16.4206,1.2911,0.08,0.23,0.12,1130.9222,0
manixur,139,1716,74,84,69,1,12.3453,37.1942,1.446,86,1.834,21.8333,43754,100.792,1199.9048,105.992,16.0238,1.0806,0.06,0.02,0.42,24.0893,0
manvsmeeple,868,2482,87,4439,406,118,2.8594,11.6912,0.0069,205,11.438,2.5767,383,2.36,0.5317,102.241,38.641,1.2472,0.09,0.07,0.47,0.8048,0
mappingmegan,1909,126549,159,118786,21846,2608,66.2907,35.4044,0.0555,92,3.238,0.0273,6039,9.649,0.0812,110.812,34.0368,1.6614,0.19,0.45,0.81,7.4876,0
Maree71439592,1460,334936,148,8414,6985,301,229.4082,40.7466,0.6781,20,0.123,0.0146,8162,84.903,10.0907,132.221,17.7831,1.9712,0.28,0.14,0.20,84.8181,1
margiesmith2011,2250,3754,29,102,166,11,1.6684,0.3267,0.0004,5,0.362,3.549,2,0.052,0.5098,101.578,39.7192,1.0936,0.50,0.04,0.80,0.0023,0
MargotAtwell,3472,4445,152,2221,1868,87,1.2802,2.5838,0.1616,182,2.815,1.2674,211511,1180.508,531.5209,125.947,32.3809,1.2683,0.16,0.06,0.52,938.5039,0
MarieClapsaddle,3693,1914,0,288,218,85,0.5183,0.0528,0.189,10,0.088,0.3056,3445,21.351,74.1354,129.134,23.9053,4.0126,0.80,0.08,0.61,18.1056,1
MarieSexton,2903,39896,115,4082,784,173,13.743,2.3307,0.0637,45,1.477,0.3618,2278,7.397,1.8121,106.188,14.9317,1.7797,0.23,0.11,0.42,1.7383,0
MarkOblivious,3313,1990,148,878,351,83,0.6007,0.2285,0.0314,215,1.874,2.1344,155946,248.712,283.2711,109.971,28.689,2.546,0.54,0.43,0.52,171.86,0
markpopham,3236,93417,128,9658,877,134,28.868,22.0343,0.1078,17610,58.199,6.026,92966,710.879,73.6052,105.789,7.2022,1.1176,0.02,0.12,0.33,408.0445,0
MarthaHalfordPR,3071,3983,108,1336,1358,84,1.297,0.0873,0.0254,11,0.45,0.3368,8939,12.925,9.6744,127.583,18.4571,1.7852,0.87,0.24,0.89,2.934,0
martiansoil,3683,16091,99,5571,1336,355,4.369,2.0535,0.0434,56,3.435,0.6166,14779,33.359,5.988,111.131,15.7249,1.5204,0.10,0.12,0.84,24.8525,0
MartinLenkie,2010,95,85,22,57,0,0.0473,0.002,0.003,3,0.2069,0.8182,66,0.9195,3.6364,100.6897,26.4632,1.7273,0.38,0.03,0.45,0.1057,0
Mary_Bellamy,2861,1078,154,352,592,18,0.3768,0.0542,0.1031,37,0.299,0.8494,3753,7.769,22.071,108.865,24.1293,2.081,0.21,0.15,0.39,3.8379,0
MaryMorganVoice,3178,2234,141,957,528,149,0.703,0.6388,0.0009,17,1.599,1.6708,10,0.479,0.5005,107.725,37.362,2.3791,0.31,0.04,0.55,0.0958,0
MarySueSays,3296,40496,160,702,483,50,12.2864,30.3234,0.1268,726,3.631,5.1724,134203,2019.176,2876.3191,105.776,6.6485,1.3667,0.03,0.11,0.27,932.8593,0
mashup_coub,402,2767,48,67,13,1,6.8831,0.0025,0.0,5,2.146,32.0299,3,1.991,29.7164,49.449,0.0877,1.0,0.04,0.00,1.00,1.9791,1
MaskedShaman,1705,7233,121,81,249,1,4.2422,2.7812,0.4985,18,0.249,3.0741,337832,7592.214,93731.037,92.371,16.0259,1.7016,0.12,0.61,0.08,6536.8963,1
materialcom,218,281,153,335,450,1,1.289,1.9037,0.1835,28,2.34,1.7463,10,1.24,0.9254,104.76,30.9667,1.3175,0.25,0.12,0.66,0.6845,0
MatericLook,1786,27049,159,28136,28902,770,15.145,24.3102,0.0174,30,3.8,0.1351,5775,7.131,0.2534,124.647,28.7389,7.291,0.62,0.21,0.96,2.9879,0
mattfaulisi,3717,10246,108,545,632,16,2.7565,1.3255,0.0309,104,1.351,2.4789,379938,1298.711,2382.956,82.876,26.2265,1.266,0.09,0.19,0.26,231.1706,0
mattthr,3067,34249,158,1824,608,94,11.1669,2.9107,0.0496,23,1.518,0.8322,43797,386.22,211.7434,98.728,8.8989,1.1304,0.07,0.12,0.43,82.6511,0
MattVerderame,2612,26220,130,3528,533,86,10.0383,6.1386,0.1015,540,5.707,1.6176,282370,1936.927,549.0156,105.07,10.6196,1.3988,0.17,0.06,0.53,910.3557,0
MauraWilding,3425,13058,89,5188,4968,192,3.8126,3.3209,0.1337,293,3.135,0.6043,132790,348.776,67.2274,110.921,36.089,1.2289,0.20,0.10,0.31,202.2901,0
maxplayingcards,2626,1239,44,1123,38,16,0.4718,0.0008,0.0023,27,0.613,0.5459,7,0.688,0.6126,130.743,15.2812,2.3716,0.88,0.54,0.99,0.3894,0
maydaygames,3325,5148,89,11208,2746,324,1.5483,2.5389,0.1555,42,2.168,0.1934,9617,11.203,0.9996,110.21,29.862,1.6635,0.32,0.31,0.38,7.7189,0
mazegamesfr,723,57,78,376,27,1,0.0788,0.0346,0.0152,6,0.8772,0.133,8,1.2281,0.1862,98.3509,-5.4014,3.8636,0.39,0.28,0.61,0.5386,0
mcdoidge,3358,12662,147,1463,183,107,3.7707,0.5548,0.0345,23,2.528,1.728,235227,655.547,448.0841,103.296,21.1865,1.6234,0.15,0.06,0.64,110.1319,0
MeaKitty,3395,63121,133,419,157,32,18.5923,0.6094,0.081,13,0.411,0.9809,399544,840.721,2006.494,120.121,27.2966,1.5263,0.23,0.09,0.60,345.5363,0
MedGizmo,1102,27537,132,2936,3025,1769,24.9882,0.0953,0.0,47,0.462,0.1574,34,1.572,0.5354,135.074,7.6505,5.7255,1.00,0.06,1.00,1.0973,0
medusaminis,845,233,73,1029,847,26,0.2757,0.6722,0.0521,15,1.618,0.3664,48,2.1588,0.4888,90.0687,24.4506,1.9778,0.19,0.17,0.42,0.8154,0
megjmont,2084,3655,23,416,505,6,1.7538,1.7884,0.1185,22,1.545,3.7139,414986,3113.553,7484.5024,81.051,14.4339,1.1915,0.05,0.22,0.27,918.4981,0
MelBaka_Art,1281,126,154,80,197,12,0.0984,0.0913,0.007,14,2.0407,3.1375,16291,348.1789,535.325,94.187,16.8774,4.6129,0.76,0.74,0.23,135.8594,0
Melorailiana,3462,3864,150,14706,10178,609,1.1161,2.8189,0.1306,30,0.525,0.0357,7055,40.503,2.7542,117.298,26.8626,1.7662,0.43,0.02,0.56,26.0839,0
mendozasalado,2544,1952,69,159,369,19,0.7673,0.1785,0.3094,6,0.147,0.9245,52687,572.676,3601.7358,118.208,7.0659,1.8727,0.28,0.17,0.43,478.1845,1
MeneerkeP,2864,7954,0,105,230,7,2.7772,0.0052,0.1456,2,0.047,0.4476,421,1.815,17.2857,99.052,3.4816,1.8582,0.13,0.14,0.70,0.7732,0
MeowMoeDotCom,787,50131,0,28396,6668,116,63.6989,15.7586,0.0,31,4.101,0.1444,12,1.17,0.0412,136.283,12.1561,8.8065,0.98,0.00,1.00,0.6763,0
MfgStories,2223,100659,159,21560,18537,5120,45.2807,3.1984,0.2375,15,0.691,0.0321,604,6.316,0.2929,133.406,23.5224,3.3477,0.70,0.06,0.59,4.6802,0
MI_Focus,225,5433,156,709,2141,2,24.1467,1.5778,0.5867,28,0.507,0.7151,228,1.457,2.055,106.604,12.1854,1.1582,0.30,0.35,0.89,0.3074,0
MiaLiljeberg,1825,4153,150,1440,2126,74,2.2756,0.2373,0.2466,7,0.17,0.1181,350551,1303.244,905.0306,115.978,10.7746,1.7078,0.69,0.28,0.58,703.7518,0
MICA_CD,1977,3552,52,863,346,20,1.7967,0.4527,0.0177,11,0.582,0.6744,65,0.448,0.5191,119.236,21.2001,1.9012,0.58,0.08,0.91,0.09,0
MichelleT_MSA,364,289,149,176,200,6,0.794,1.5769,0.1786,71,4.1379,6.8182,3188,31.1862,51.3864,124.2414,16.6639,1.3814,0.41,0.02,0.73,22.5819,0
MicrochipMakes,2981,25518,160,58856,16959,1406,8.5602,7.9467,0.0641,137,12.333,0.2095,182,6.476,0.11,118.841,10.887,1.6379,0.06,0.72,0.86,5.9838,1
Microcosmmm,3307,11998,129,3844,1636,258,3.6281,1.5833,0.0871,18,0.915,0.238,169239,380.363,98.9498,119.236,20.7442,1.8714,0.35,0.07,0.74,181.4332,0
